"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Stard9",262.94940766988,0.214491725544369,0.103883718245091,2.06472899861289,0.0389486491740725,0.186350027147217
"Rps13",59.4177957374754,-0.349292687860331,0.169152601517102,-2.0649560499075,0.0389271589682379,0.186350027147217
"Tmem47",1004.26615318328,-0.192447625660324,0.0932176713881178,-2.06449724386545,0.0389705949498579,0.186350027147217
"Gtf2a1l",1.57071522501875,1.31159690408611,0.635451783873686,2.06403843276774,0.0390140725730044,0.186350027147217
"Arid1b",286.18289012796,0.246712076667859,0.11954852575871,2.06369819370094,0.0390463407323116,0.186350027147217
"Mamdc2",16.9904029755035,0.493514498154416,0.23900680746491,2.06485540470169,0.0389366837054942,0.186350027147217
"Sema3b",13.6479682149573,0.502561450204608,0.243699142431184,2.06222083997084,0.0391867154926176,0.186606651445079
"Nanos3",3.33020309102839,0.740735884663171,0.359135358045645,2.06255348594505,0.0391550709076986,0.186606651445079
"Ifih1",27.1280220863516,0.454874344733929,0.220591229047016,2.06206904371968,0.0392011630727928,0.186606651445079
"Fam78b",133.789293175178,-0.173421243409602,0.0840747493023793,-2.06270306897834,0.0391408481606163,0.186606651445079
"Plch2",505.400846927314,0.157179335831429,0.0762191923466717,2.06220153995495,0.0391885521679825,0.186606651445079
"Elp3",390.982158621448,0.135736430123633,0.0658062757032973,2.06266695194288,0.0391442818612163,0.186606651445079
"Armcx2",524.503971705085,0.0684081809482467,0.0331755202459315,2.06200778288129,0.0392069950041577,0.186606651445079
"Rab4b",311.8595503054,-0.269199691202516,0.130507653399756,-2.06271191144579,0.0391400075329851,0.186606651445079
"Snap29",168.603124191879,-0.181819471195071,0.0881706309054701,-2.06213190637146,0.0391951794172303,0.186606651445079
"Syvn1",273.592044385318,0.11815715409604,0.0573296989265332,2.06101124388349,0.0393019674037338,0.186674475252367
"Apob",1.50090687644766,-1.22539423203309,0.59460401383036,-2.06085765237147,0.0393166223778757,0.186674475252367
"Syngr4",0.905099798598021,1.62470767842963,0.788362730927581,2.06086312136802,0.0393161004724922,0.186674475252367
"Ss18l2",133.521746948451,-0.326431837663103,0.15834774851634,-2.06148707968158,0.0392565948464456,0.186674475252367
"Tmem59",1172.98983667337,-0.219633055730584,0.106553896555011,-2.06123908023573,0.0392802368819637,0.186674475252367
"Tceal3",204.163445651209,0.234242983378226,0.113629516254068,2.06146247119872,0.0392589402576441,0.186674475252367
"Afap1l1",88.1295307246349,-0.224886319776657,0.10910716319776,-2.06115082809957,0.0392886529625411,0.186674475252367
"Ptpn1",279.664683560266,0.171971548198802,0.083435131673014,2.06114072993575,0.0392896160618894,0.186674475252367
"Fndc9",35.5902124173223,0.276879468293714,0.134324587482196,2.0612716814069,0.0392771282896605,0.186674475252367
"Tmem202",12.7741176590475,0.42579525087922,0.206628510809674,2.06068005431942,0.0393335737262451,0.186704635189385
"Oat",361.508953230226,0.140329073220253,0.0681078458972476,2.06039511852957,0.0393607831926378,0.18678345795752
"Tgm1",1.97724114728115,1.06044999802915,0.514713226807178,2.06027345480753,0.0393724061337272,0.186788293575439
"Col1a2",74.9560887832893,-0.378116201935841,0.183541425509641,-2.06011368216152,0.0393876741732462,0.186810414798528
"Adssl1",76.3184028615135,0.195030054874078,0.094692821739188,2.05960759529638,0.0394360695400171,0.186989600255021
"Serpine2",1066.08468966597,0.105810461018641,0.0513793315850322,2.05939738323622,0.039456186238353,0.187034639555594
"Mir2861",2.29967101947216,0.937510622118256,0.455410162711741,2.05860716092906,0.039531886215668,0.187292677700105
"Pax5",11.9319723289147,0.533380121519693,0.259090625001751,2.05866237543751,0.039526592894619,0.187292677700105
"Atp6ap1l",61.93589008644,-0.293090270919159,0.142391121776143,-2.05834652654772,0.0395568809152541,0.187360703770422
"Tpgs1",60.5870492018134,0.329029254793298,0.159864948600765,2.05817008464433,0.0395738092137401,0.187390497123665
"Itsn1",964.349316410922,0.186487222888908,0.090617087311647,2.05796973199489,0.0395930390268345,0.187431169701072
"Stkld1",3.45945081809503,0.757765121797628,0.368398178497538,2.05691875266069,0.0396940418126408,0.18785882496767
"Timp3",765.27592097438,0.200847935288915,0.097666228279782,2.05647273194119,0.0397369720062951,0.187965235242869
"Pdcl2",1.60053805114122,1.86897999448584,0.908881075464299,2.05635263505852,0.039748538250337,0.187965235242869
"Ccl3",2.58319224474545,1.11983949849881,0.544559411066416,2.05641381957906,0.039742645358306,0.187965235242869
"Ndufab1",33.5822631753105,-0.303942587095085,0.147824940319809,-2.05609815527425,0.0397730560315455,0.187968161350178
"P2rx1",1.88989669372256,-0.979881228059358,0.476548266452832,-2.05620562918645,0.0397626999235737,0.187968161350178
"Accs",32.7796323063975,0.255510722429155,0.124274798857385,2.05601396886889,0.0397811697708466,0.187968161350178
"Angel2",346.179103282271,-0.144520051922364,0.0703398082513331,-2.05459832085376,0.0399178179938802,0.188524766804744
"Caprin1",1099.01983917315,-0.196963685840473,0.0958666737519242,-2.05455846262236,0.0399216711454658,0.188524766804744
"Ubald1",336.614396029369,-0.177273275157045,0.0862869915108672,-2.05446118879598,0.0399310760686063,0.188524766804744
"Prm1",2.48017190648126,1.26251497974574,0.614564745117962,2.05432379545854,0.0399443631505714,0.188536965942475
"1700034I23Rik",1.51940134894238,1.04519494206888,0.5090204221337,2.05334579246871,0.0400390526226087,0.188933274028195
"Adprm",65.8979315117847,-0.217414285055782,0.105936780121225,-2.05230218255635,0.0401403040377713,0.189281546028925
"Bub1b",19.902175154474,-0.306718105163747,0.149454344667808,-2.05225285250482,0.0401450954279912,0.189281546028925
"Gpr27",84.46296781201,-0.18308789878137,0.089206269651807,-2.05241066010276,0.0401297694026174,0.189281546028925
"Rgs5",529.371396706503,-0.22939806929131,0.111797281210587,-2.05191098394606,0.0401783141919427,0.189336812330409
"Rmdn1",83.008037144159,-0.307707677069293,0.149955659078625,-2.05199109496731,0.0401705278547768,0.189336812330409
"Mirlet7a-2",1.37925847723095,1.14799308555611,0.559514108810812,2.05176789553359,0.0401922247596094,0.189351708783236
"Gpr34",59.0775371293138,-0.388375505221366,0.189307677542304,-2.05155707504033,0.0402127274518241,0.189397645471626
"Cntnap5c",46.5390680520861,0.226306075676264,0.110336598417049,2.05105177178723,0.0402619052621913,0.189578578239374
"Champ1",208.805219447449,0.187425667914164,0.0914055425614898,2.05048471527949,0.0403171538320764,0.189758625518442
"Comp",5.0925426396081,0.65990277768427,0.321834998799711,2.05043820636472,0.0403216880678698,0.189758625518442
"Chac2",59.6983239051925,-0.301370220236783,0.147021167443412,-2.04984238308936,0.0403798141909738,0.189981417461005
"Casc4",401.864697425895,-0.266752998199745,0.130179946913075,-2.04910974789276,0.0404513845164937,0.190216534505616
"Efcab15",9.32144335843061,0.478323398794214,0.23342633986661,2.04914063711726,0.0404483648118655,0.190216534505616
"Nrd1",701.531639004657,0.0919722474530698,0.0449015521562059,2.04830886765588,0.0405297446453748,0.190387745319414
"Ccdc112",60.260864876858,-0.263210193341485,0.128489856343922,-2.04849005852231,0.0405120052222529,0.190387745319414
"Gm17733",5.49704833438529,-0.599669327816447,0.292765008195582,-2.04829576974526,0.0405310272465399,0.190387745319414
"Gsk3a",581.22893738441,-0.122582404374171,0.0598397657273739,-2.04851076678088,0.0405099782072632,0.190387745319414
"Ptpn5",1138.60370586788,-0.150922273728694,0.0736909309169126,-2.04804406527122,0.0405556818670502,0.190452768885121
"Chn1",3165.26840231254,-0.14417307953158,0.0703996930835075,-2.04792198966782,0.040567643831202,0.190458167933535
"Rasa3",357.292751148297,0.106552900870183,0.0520431644743655,2.04739473370546,0.0406193430374801,0.190650073968881
"Mettl22",46.2497200428886,0.231988117346105,0.113319812238529,2.04719821506401,0.0406386266283397,0.190689773057593
"Ap5z1",98.7945668018249,0.247389012604392,0.120864007315635,2.04683774846501,0.0406740179506055,0.190805013635131
"Nsg1",2050.4481694869,-0.177130915644122,0.0865610736112795,-2.04631144525269,0.0407257383558808,0.190945935890029
"Ylpm1",657.764590418854,0.179706824464435,0.0878192560761871,2.04632597102088,0.0407243101447432,0.190945935890029
"Ulk2",514.943163668956,-0.151988324643753,0.0742997450045358,-2.04561031312388,0.040794725978659,0.191116781413319
"Cnpy3",148.494330813065,0.212052221888818,0.10365166414048,2.04581589352411,0.0407744877200858,0.191116781413319
"Fam83b",1.18945108974769,1.2440297171546,0.608129154102136,2.04566695867646,0.0407891486863418,0.191116781413319
"Nrxn1",1961.11685642163,-0.199758272935178,0.0977088546459316,-2.04442344206207,0.0409117334257061,0.19153623211312
"Pgam2",7.1053017828363,-0.56106181150385,0.274471796375174,-2.04415105272579,0.040938626960312,0.19153623211312
"Msantd1",6.66278332058217,0.526743620910277,0.257643763918466,2.04446485682056,0.0409076457766169,0.19153623211312
"Il3ra",7.73431080381849,0.573717538728204,0.280654352709632,2.04421393500274,0.0409324171399254,0.19153623211312
"Ets1",41.7635129221202,-0.283708016540725,0.138777327743745,-2.04433981510725,0.0409199884863273,0.19153623211312
"Rpl36a",36.8116393467197,-0.328398722770753,0.160693870431925,-2.04362942959839,0.0409901696491295,0.191726457347163
"Dtnbp1",282.159609551008,0.224864058130672,0.110038078827427,2.04351130560293,0.0410018493644901,0.191730176945976
"Chrm3",133.755226022037,-0.199382687985937,0.0976229549028911,-2.04237505599241,0.04111434210613,0.192154188431807
"Zfp706",1121.69427471253,-0.230329944910284,0.112770552005504,-2.04246534945614,0.0411053931796377,0.192154188431807
"Tmem37",4.88246807044877,0.727325360008751,0.356140196031302,2.0422445096448,0.0411272833879498,0.192163686174731
"Cd44",27.5315703726832,0.397423680367042,0.194615693361793,2.04209472269138,0.0411421362748985,0.19218210832202
"Elp2",408.759676442361,-0.0968602101948107,0.0474388887363473,-2.04178918973279,0.0411724470371814,0.192272707995745
"Bnip3",246.729636281092,-0.253520413612505,0.124187306074836,-2.04143580874307,0.0412075282111091,0.192314859526356
"Map3k7",394.723524252382,-0.137240432947834,0.0672268907474514,-2.04145144036781,0.0412059758785124,0.192314859526356
"Dbpht2",173.130840305529,-0.296447408234678,0.145219948051433,-2.04136836717283,0.0412142262112969,0.192314859526356
"Srp9",160.213916453805,-0.291924394347213,0.143015757737044,-2.04120440269219,0.0412305142891668,0.192339912395041
"Lrwd1",56.3819977803658,0.260930671757841,0.127869258837976,2.0406051785165,0.0412900870412997,0.192566821083531
"Pigq",509.76560364427,-0.12876994142682,0.063146346924529,-2.03923025952274,0.041427052236088,0.193154453451215
"Ap1ar",422.533003130169,-0.162293710902782,0.0796245490183502,-2.03823711284543,0.041526225614938,0.19325877521985
"Scml4",15.9115385541665,0.395053772873998,0.193816936157357,2.03828303504529,0.0415216354991938,0.19325877521985
"1110032A03Rik",88.5912734911405,-0.215456252431545,0.105686759048929,-2.03863051881264,0.0414869169675066,0.19325877521985
"Grm3",375.763225351618,-0.236687821378135,0.116111585113767,-2.03845138403913,0.0415048119880718,0.19325877521985
"Tmem132e",54.4993405108998,0.268546267873173,0.131753720384159,2.03824428706958,0.0415255084929424,0.19325877521985
"Usp16",185.03959643338,-0.185423836858466,0.0909460527904351,-2.03883325520167,0.0414666720989233,0.19325877521985
"Fam131c",34.2511892264031,0.313349292615822,0.153731409493198,2.03829063721481,0.0415208756720369,0.19325877521985
"Polr3h",240.445824592077,0.338829306482264,0.166245925459648,2.0381209677497,0.0415378367201229,0.193261752198882
"Nr4a1",389.820946678222,0.442639706481579,0.217261811197576,2.03735623873192,0.0416143558644795,0.19356664339921
"Fmn1",137.161238359556,0.300437998961064,0.147487998788873,2.03703353105453,0.0416466819353194,0.193614753837596
"Mmel1",8.97015736275113,0.466369378058146,0.228944317741284,2.03704281748176,0.0416457514041604,0.193614753837596
"Fam185a",71.7891544594932,-0.194984468820198,0.0957460219751397,-2.03647592660117,0.0417025880422445,0.19382350616468
"Sik3",602.83799487012,0.162607505727093,0.0798763828003946,2.0357394767542,0.0417765227642751,0.194115918884913
"Reep3",219.064884769984,-0.164678220458306,0.0809105961004236,-2.0353109282981,0.0418195972593807,0.194264822184597
"Mpv17l",397.62141461877,-0.252365045483503,0.124019469402444,-2.0348824801417,0.0418626992471412,0.194304788583551
"Bdnf",96.3877033484378,-0.212538473341978,0.104447896320778,-2.03487557747677,0.0418633939645479,0.194304788583551
"Zmat4",320.460646080096,-0.17195979956616,0.0845099811968071,-2.03478686340847,0.0418723234438354,0.194304788583551
"Adamtsl4",92.5891465427592,0.338081939349249,0.166131292507031,2.03502864660456,0.0418479906419967,0.194304788583551
"Nppc",15.500852127767,-0.393330418112902,0.193329070639712,-2.03451253767165,0.0418999457924104,0.194381760635583
"Lamtor1",294.987020218447,-0.242808399278125,0.119364714776285,-2.03417232415124,0.0419342239217114,0.194452620763933
"Pcdhga2",38.6909992670563,0.516564240271491,0.253947013021784,2.03414182401578,0.041937298114231,0.194452620763933
"Scara3",124.673346496918,-0.191406107769033,0.094102758141593,-2.03401166500382,0.0419504193428021,0.194462272821963
"Mttp",84.7269117890186,0.170882922818286,0.08404944069597,2.03312385428497,0.0420400115550764,0.194826309798124
"Fscb",2.30031093729383,2.39740687966384,1.17925371558405,2.03298649644404,0.0420538872879071,0.194839354175824
"Mroh1",410.216601133305,0.186324844053983,0.0916731322449043,2.03249130351756,0.042103943288909,0.194866253555999
"Prr12",404.628097987227,0.215932863101314,0.106234702082723,2.03260195461528,0.0420927538795678,0.194866253555999
"Hmga2-ps1",5.5548755657332,0.595384336525715,0.292905156912467,2.03268642587826,0.0420842135564776,0.194866253555999
"Aim2",15.228234498699,0.330972337426126,0.162840687936343,2.0324916433386,0.0421039089212156,0.194866253555999
"Cux1",477.205279142352,0.0794601541353621,0.0391136327756824,2.0315206872005,0.0422022031718816,0.195115960334041
"Arhgef11",384.820002457926,0.21917397033715,0.107879512875,2.03165517248031,0.0421885770504963,0.195115960334041
"Homer1",498.347460620963,-0.221144542747868,0.108839864131533,-2.03183405742418,0.0421704580998277,0.195115960334041
"Hmgb4os",1.98654691275229,0.955717019826059,0.470436046247469,2.03155567573857,0.0421986577559563,0.195115960334041
"Clvs2",162.404271597193,-0.169823378129143,0.0836003063381013,-2.0313726775394,0.0422172038947002,0.195134097770964
"G6pc3",205.688119795789,0.187497170468468,0.0923238523252955,2.03086380979682,0.0422688118671932,0.195265783994485
"Spa17",19.8970887931758,0.535304280357576,0.263584998359071,2.03086019193078,0.0422691789722456,0.195265783994485
"Ube2c",1.08784551550611,-1.32874864303214,0.654309758486189,-2.03076390929325,0.0422789497675257,0.195265783994485
"Dyrk1a",340.81122856596,0.185363043530032,0.0912896784119243,2.03049289639977,0.0423064625083166,0.195341634884403
"Csrp1",1339.73628724922,0.179409568933706,0.0883957112679627,2.02961847764134,0.0423953352155497,0.195638242729597
"Rab2a",1895.96368009317,-0.227476838879363,0.112076393154848,-2.02965881106716,0.0423912324031733,0.195638242729597
"Aunip",1.61486417695331,-1.08560465527977,0.534903643017949,-2.02953311208489,0.0424040199115301,0.195638242729597
"Fam221a",6.04161031570347,0.503604705960583,0.248180661827875,2.02918592549268,0.0424393565732242,0.195750004199357
"Aspscr1",214.550893325166,0.30798448397072,0.151802798968285,2.02884588468665,0.0424739900765916,0.195858464711822
"Abca1",363.15619514355,0.380489871887145,0.187558154936005,2.02865011130531,0.042493940636435,0.195899179353783
"Zfp422",99.0033895360061,-0.214624186705757,0.105808239742128,-2.02842602077902,0.0425167866220271,0.195953217254581
"Rnd3",79.3504493138441,-0.207203973762341,0.102183208049631,-2.02776931471657,0.0425837975126751,0.196210722779433
"Tmem128",98.6234293873141,-0.273274858450903,0.134782856610051,-2.02751941399738,0.0426093210622078,0.196225670721775
"Cyp2e1",5.44915222876714,0.556415566918849,0.274430979733169,2.0275246164258,0.0426087895816136,0.196225670721775
"Serinc1",5622.63168372084,-0.184583052842031,0.0910557921604975,-2.02714235374153,0.0426478565051589,0.19630049447044
"N6amt1",107.770052529247,-0.212478472329002,0.104816578592668,-2.02714565941637,0.042647518538194,0.19630049447044
"Faim",46.5121041741141,-0.317754969363921,0.156791053067229,-2.02661416673867,0.042701886607157,0.19647346762038
"Lrrc58",384.094681270669,0.232371177204093,0.114663038782145,2.02655694173245,0.042707743827331,0.19647346762038
"Bcl2l1",687.088081508534,0.149622339033702,0.0738369107901245,2.02638947692424,0.0427248884580309,0.19650102093687
"Frs3",44.6061239835837,0.28425497569918,0.140304226025415,2.02599011983922,0.0427657971306502,0.19662933069884
"Txndc15",197.382465030887,-0.139729732891643,0.068971709255149,-2.02589923318758,0.0427751118500117,0.19662933069884
"Chmp1b",111.943304299141,-0.215475983447344,0.106375589444904,-2.02561494203468,0.0428042591320551,0.19665452371716
"Fign",49.6366788741496,0.197457546774073,0.0974849075853942,2.02551914614173,0.0428140844993078,0.19665452371716
"Igfbp6",56.1730493023286,0.353644850128255,0.174592586271192,2.02554333881591,0.0428116029822053,0.19665452371716
"Kri1",66.9959959058217,0.280319192597395,0.138401290132576,2.02540881178834,0.042825403375774,0.196655234740422
"Slc29a1",127.062056504655,0.253179865744047,0.125057299002224,2.02451090631299,0.0429176109555731,0.197026079204052
"Wnt10b",4.1638724666594,0.83487038868598,0.41240291658474,2.02440466619356,0.0429285320457082,0.197026079204052
"Slco3a1",180.635040533458,-0.138349674766524,0.0683484257702556,-2.02418231594051,0.0429513964302515,0.197079668694681
"Eed",88.3408598919441,-0.164516638243485,0.0812809598933569,-2.02404890960116,0.0429651196091888,0.197091297373922
"Rida",162.998652009381,0.241107432233509,0.119134248885681,2.02382970882598,0.0429876762966026,0.197143430868174
"Nudt14",33.6284729992692,0.352051893073974,0.1739704445532,2.02363047342973,0.0430081871449317,0.197186157355016
"Elf2",193.367255093843,0.121328767488894,0.0599622304225079,2.02341985336408,0.0430298790137887,0.197234275000752
"Slc2a1",447.819123430386,0.185462769166858,0.0916767851532221,2.02300690253142,0.0430724358718954,0.197377980718896
"Rab3b",184.246643782353,0.134438951926734,0.0664636709111009,2.02274340378452,0.043099609455925,0.197451136688197
"Gpr161",93.824415470202,0.186448176670289,0.0921993801565528,2.02222809257181,0.043152793338718,0.197509931235602
"Sin3b",266.136416994025,0.171554024606641,0.0848250950982315,2.02244423549391,0.0431304790608113,0.197509931235602
"Fxr1",296.565162959811,-0.102616547997564,0.0507480397719471,-2.02207904893874,0.0431681860671913,0.197509931235602
"Adam12",14.6320319126173,-0.391789515083863,0.193756082700791,-2.02207595045616,0.0431685061173471,0.197509931235602
"Rad9a",58.1081407915325,0.195529170477744,0.096689862526451,2.02223030800415,0.0431525645712582,0.197509931235602
"Kdm5b",306.980069243835,0.121832323083177,0.0602774546441052,2.02119223186362,0.0432598695416163,0.197773839080086
"Uhrf1bp1",237.715699026148,0.142168412183468,0.0703356702860399,2.02128467113912,0.0432503050432441,0.197773839080086
"Klrg2",2.90341568473811,0.72471042967103,0.358528285824656,2.02134798933399,0.0432437546733463,0.197773839080086
"Fes",24.998289629998,0.300028740429206,0.148486626492934,2.02057752617529,0.0433235173216378,0.198013429585015
"Cuzd1",1.14825961383869,1.33973464153379,0.663312991352443,2.01976240326935,0.0434080386827103,0.198348275329687
"Myh9",292.691950752362,0.212099143239162,0.105033605461581,2.01934554476228,0.0434513172008618,0.198494541621676
"Anxa5",231.738999975097,0.147117194692272,0.072861214180215,2.01914278189754,0.0434723813457205,0.198539278559727
"Rnaset2b",3.63425722916785,-0.749623769662415,0.371305972439123,-2.01888422299837,0.043499254408794,0.198610514881002
"Il11ra1",51.7277035922682,-0.27411237695475,0.135789433711604,-2.01865763382534,0.0435228162661454,0.198615131743044
"Rnasel",75.7089226416604,-0.180116050507741,0.0892221863117218,-2.01873612330521,0.0435146533236341,0.198615131743044
"Grhl3",5.10896478113674,0.614366371894375,0.3043679755647,2.01849872922579,0.0435393463788897,0.198639105533318
"Sun1",360.972408554504,-0.0931509739310166,0.0461600993999632,-2.01799768938736,0.0435915019694937,0.198825558568781
"Sgta",676.298453535992,0.101237381259747,0.0501751290254761,2.01768053667274,0.0436245431515536,0.198918052617842
"Maneal",243.326939985526,-0.129004553771077,0.0639400428147891,-2.01758629009299,0.0436343658992529,0.198918052617842
"Rbm18",357.866097200362,-0.219214516260078,0.108665876676961,-2.01732616497222,0.0436614868519118,0.198990191693771
"Rcn2",663.493466559624,-0.123605481170349,0.0612782892291986,-2.01711703647647,0.0436833011588253,0.199001958474108
"Slitrk4",390.536991259369,-0.246646882470461,0.12227888531391,-2.01708481261731,0.0436866632653634,0.199001958474108
"Pus1",39.9091840188818,0.258829785273991,0.128330778749748,2.01689561768127,0.0437064075048865,0.199007122812074
"Mlc1",938.692969807268,0.160088950363847,0.0793754416431187,2.01685744419068,0.0437103921748462,0.199007122812074
"Capn10",111.31284295948,-0.19585005653282,0.0971511698408616,-2.01593101610234,0.0438071897881033,0.199354337949429
"Ift27",77.9307007696208,0.335681222705463,0.166515899506031,2.01591093523957,0.043809289934842,0.199354337949429
"Trim41",290.423616784886,0.164185017717339,0.0814624581534861,2.01546849234518,0.0438555841756656,0.199513459518169
"Mob3a",97.1588629878777,-0.136482843102402,0.0677382770754051,-2.01485554394116,0.0439197872103216,0.199702388154315
"Atg2a",252.634261402575,0.22906298676844,0.113685939227006,2.01487526360716,0.0439177204470188,0.199702388154315
"Irs1",126.095194848844,0.192362651834763,0.0954865544745067,2.01455223610693,0.0439515864067899,0.199795405046607
"Zc3h14",221.373147536462,-0.117569775965749,0.0583901125176162,-2.01352199707234,0.044059743220815,0.200235391340211
"Slc15a4",141.769637094045,-0.139524933278647,0.0693186796121028,-2.01280425506383,0.0441352261110872,0.20052669794862
"Tnfsf13b",10.8566836840479,0.425725817729131,0.211608987321729,2.01185130706126,0.0442356135966649,0.200930978211772
"Immt",757.285119628494,-0.111947105806291,0.0556559138883458,-2.01141438501708,0.0442817051684435,0.200984858681302
"Sgf29",46.5061057943492,0.237720813842847,0.118183634369177,2.01145289795595,0.0442776407516608,0.200984858681302
"Bcl2l13",239.430473311759,-0.122074116892696,0.060686162983388,-2.01156426591202,0.0442658894395903,0.200984858681302
"Ptgr2",265.492789783891,-0.160504363324268,0.0798319227089741,-2.01052859404857,0.0443752729936508,0.201357659398032
"Cyp2s1",20.7096372839443,-0.27475331683998,0.136723456568407,-2.00955508100771,0.0444782994583113,0.201721226817238
"Crb1",10.6514251552745,-0.448059581346341,0.22295999597522,-2.00959629276338,0.0444739339485141,0.201721226817238
"Slc35a1",175.910490228159,-0.274018944010927,0.136365635123409,-2.00944280252824,0.0444901948117855,0.20172323850955
"A930005H10Rik",28.5316031365808,-0.331110461262713,0.164819560696567,-2.00892697361503,0.0445448788505397,0.201919207656268
"Rexo1",178.602078733628,0.198830645491693,0.0989945658777443,2.00850060534882,0.0445901217877313,0.202072291044735
"AI467606",11.0742632447659,0.403582396279563,0.200953385654176,2.0083383764138,0.0446073464591658,0.202098355935753
"Mir337",1.27953642389306,1.20957333803082,0.60246236005658,2.00771603045412,0.0446734761756748,0.202345919988303
"Cabs1",2.19572489780496,2.77484651451934,1.38235785149779,2.0073286461337,0.0447146809022809,0.202431885444218
"Sptlc2",156.655816072656,-0.120286783801244,0.0599240245090136,-2.00732151731817,0.044715439469966,0.202431885444218
"Cdk16",1190.90094950036,-0.134022980970241,0.0667778788353776,-2.00699667775669,0.0447500167300403,0.202536368113993
"Odf2l",59.1701449969786,-0.200780966908113,0.100051818214192,-2.00676979680948,0.044774180246422,0.202557704587082
"Tbx18",10.5538357246274,-0.411478265431951,0.205051370060383,-2.00670819858838,0.0447807425450171,0.202557704587082
"Tmem86b",31.8142734732473,-0.258741343631221,0.128956823303943,-2.00641840425446,0.0448116263518138,0.202557704587082
"Cdca8",2.69086480458461,-0.736595241760543,0.367120490904224,-2.00641277185672,0.0448122267826205,0.202557704587082
"Fastkd2",155.390318713407,-0.139905779184127,0.0697289029408476,-2.00642449950506,0.0448109765871233,0.202557704587082
"Zkscan14",55.2377157231944,0.210701809070895,0.105024228822682,2.00622095903827,0.044832678665739,0.202598161800152
"Lhx4",1.12656904804037,1.34386636306383,0.670029145273151,2.00568344309258,0.0448900328036719,0.202791478014544
"Calhm6",1.07145320180374,1.31913066515272,0.657722294345926,2.00560430517948,0.0448984822172423,0.202791478014544
"Pgm5",38.3895929303244,0.277807319465482,0.138523808617699,2.00548427189279,0.0449113005167111,0.202797374673639
"Slc44a5",41.7740409524524,-0.274064861218703,0.136684969364289,-2.0050841178321,0.0449540550803348,0.20293534322701
"AU023762",11.1150203157134,-0.470169737988693,0.234500645312065,-2.00498270426083,0.0449648960894136,0.20293534322701
"Mns1",9.11665600622872,0.570444344675609,0.284549148176862,2.0047304598538,0.0449918703253183,0.20295308470691
"Zfp493",16.1376673901565,-0.367594949329464,0.183356211281927,-2.00481318172665,0.0449830228010792,0.20295308470691
"Poc1b",28.3046609644153,-0.243036283825548,0.121256884797709,-2.00430915103091,0.0450369542143633,0.203104441496674
"Gan",31.0297019608539,0.335814957010888,0.167572754709917,2.00399496679644,0.0450705995849083,0.203204149395485
"Shoc2",339.942088352413,-0.206130111097568,0.102883908149633,-2.00352139420846,0.0451213535860151,0.203275867497208
"Amn1",32.2415391368196,-0.318180134146062,0.158835870858952,-2.00320074064762,0.045155746211557,0.203275867497208
"Emc2",170.855978893099,-0.202459721357146,0.101054999621683,-2.0034607106535,0.0451278606814531,0.203275867497208
"Pnck",414.050322814522,0.299079824700797,0.149269649717695,2.00362113307313,0.045110660309707,0.203275867497208
"Zc4h2",101.136507940871,-0.197054365989454,0.0983658955920417,-2.00327933582498,0.0451473142143251,0.203275867497208
"Smyd4",65.8940180670544,0.174091246801025,0.0868985979877598,2.00338383854647,0.0451361048106637,0.203275867497208
"Tmem25",464.209037587695,-0.13753577189408,0.0686708525269736,-2.00282604384525,0.0451959634013945,0.203404929820022
"Fut11",72.515876248895,-0.220787093332796,0.110260354510543,-2.0024159573302,0.0452400136670091,0.203551172603925
"Hddc3",35.591150159875,-0.295210778164075,0.147438740685254,-2.00226057813583,0.0452567134867568,0.203574312581517
"Neurl1a",493.130528078832,0.153962778677464,0.0769217245029282,2.00155131300524,0.0453330097841092,0.203817933782106
"Slc25a30",37.2050538829413,-0.228565878242,0.114194895990163,-2.00154198013972,0.0453340144512229,0.203817933782106
"Sema3g",21.9691854827005,0.328928917715864,0.164386672418867,2.00094638376603,0.0453981682153402,0.203958786939861
"Tmco6",60.6613341447162,-0.24906005258674,0.124472230798681,-2.00092864881297,0.0454000796815892,0.203958786939861
"Tmprss5",12.9479590562224,0.411661322345799,0.205731549530191,2.00096350455664,0.0453963230076268,0.203958786939861
"Opn3",15.0992867237775,-0.317891236844664,0.158892516783497,-2.00066839697564,0.0454281373241952,0.204032799328327
"Cox18",33.1889306101958,-0.257289647485475,0.128617886430838,-2.00041887349648,0.0454550520685185,0.204101642158285
"Evi5",395.266377513316,-0.148109433701047,0.074045620893481,-2.00024568521224,0.0454737408493457,0.204133523206224
"Mfap4",8.03324209559994,-0.460772214009537,0.230461791881038,-1.99934318937945,0.0455712341755245,0.204466961284224
"Neurod4",2.22319747578927,-0.859509527548126,0.429883153272405,-1.99940267722815,0.0455648025027704,0.204466961284224
"2610008E11Rik",143.801330631985,-0.146485038198726,0.0732711718187316,-1.99921789924585,0.0455847827240063,0.204475667859275
"Ucn3",1.91755882117779,0.998922167900293,0.499829469561356,1.99852595481602,0.0456596689417969,0.204707322069166
"Hexdc",124.287132224047,-0.179693741353675,0.0899123256857267,-1.99854402589657,0.0456577118678093,0.204707322069166
"Rpl21",32.4767189801063,-0.443102765920357,0.221757440969588,-1.99814159102388,0.0457013117720602,0.204841884698433
"Rnf151",1.89445122777079,1.5727685455436,0.787191703526531,1.99794857910439,0.0457222351797415,0.204883534136644
